Z,H,temp,temp_ratio,pressure,pressure_ratio,density,density_ratio,c,g
555000.0000000000000000000,510400.0000000000000000000,999.6930000000000000000,3.4693000000000000000,0.0000001418400000000,0.0000000000013999000,0.0000000000002208600,0.0000000000001803000,633.8400000000000000000,8.2950000000000000000
560000.0000000000000000000,514700.0000000000000000000,999.7170000000000000000,3.4694000000000000000,0.0000001330200000000,0.0000000000013128000,0.0000000000002047700,0.0000000000001671600,633.8500000000000000000,8.2830000000000000000
565000.0000000000000000000,518900.0000000000000000000,999.7400000000000000000,3.4695000000000000000,0.0000001248500000000,0.0000000000012322000,0.0000000000001899300,0.0000000000001550500,633.8500000000000000000,8.2710000000000000000
570000.0000000000000000000,523100.0000000000000000000,999.7600000000000000000,3.4696000000000000000,0.0000001172800000000,0.0000000000011575000,0.0000000000001762500,0.0000000000001438800,633.8600000000000000000,8.2591000000000000000
575000.0000000000000000000,527300.0000000000000000000,999.7790000000000000000,3.4696000000000000000,0.0000001102700000000,0.0000000000010883000,0.0000000000001636300,0.0000000000001335800,633.8700000000000000000,8.2472000000000000000
580000.0000000000000000000,531500.0000000000000000000,999.7960000000000000000,3.4697000000000000000,0.0000001037700000000,0.0000000000010241000,0.0000000000001519900,0.0000000000001240700,633.8700000000000000000,8.2353000000000000000
585000.0000000000000000000,535700.0000000000000000000,999.8120000000000000000,3.4698000000000000000,0.0000000977390000000,0.0000000000009646100,0.0000000000001412400,0.0000000000001152900,633.8800000000000000000,8.2234000000000000000
590000.0000000000000000000,539900.0000000000000000000,999.8270000000000000000,3.4698000000000000000,0.0000000921450000000,0.0000000000009094000,0.0000000000001313100,0.0000000000001071900,633.8800000000000000000,8.2116000000000000000
595000.0000000000000000000,544100.0000000000000000000,999.8410000000000000000,3.4699000000000000000,0.0000000869520000000,0.0000000000008581500,0.0000000000001221400,0.0000000000000997060,633.8800000000000000000,8.1998000000000000000
600000.0000000000000000000,548300.0000000000000000000,999.8530000000000000000,3.4699000000000000000,0.0000000821300000000,0.0000000000008105600,0.0000000000001136700,0.0000000000000927900,633.8900000000000000000,8.1880000000000000000
605000.0000000000000000000,552400.0000000000000000000,999.8640000000000000000,3.4699000000000000000,0.0000000776500000000,0.0000000000007663500,0.0000000000001058400,0.0000000000000863980,633.8900000000000000000,8.1762000000000000000
610000.0000000000000000000,556600.0000000000000000000,999.8750000000000000000,3.4700000000000000000,0.0000000734860000000,0.0000000000007252500,0.0000000000000985970,0.0000000000000804880,633.9000000000000000000,8.1645000000000000000
615000.0000000000000000000,560700.0000000000000000000,999.8850000000000000000,3.4700000000000000000,0.0000000696120000000,0.0000000000006870200,0.0000000000000919030,0.0000000000000750230,633.9000000000000000000,8.1528000000000000000
620000.0000000000000000000,564900.0000000000000000000,999.8940000000000000000,3.4700000000000000000,0.0000000660050000000,0.0000000000006514200,0.0000000000000857100,0.0000000000000699670,633.9000000000000000000,8.1411000000000000000
